id,hypothesis,premise,relation
"ANLI14141","Streusel sollten auf den Kuchen gegeben werden.","Wie man einen Marmor-Spiegelkuchen macht<br>Heizen Sie den Ofen auf 175 °C vor. Schlagen Sie die Kuchenmischung, die Butter und die Milch bei mittelhoher Geschwindigkeit. Fügen Sie die Eier nacheinander hinzu, bis sie vollständig vermischt sind. Schlagen Sie dann zwei Minuten lang auf hoher Stufe.","NoneSense"
"ANLI14286","Der Blue Ridge Parkway befindet sich in North Carolina und Virginia.","Der National Park Trust identifizierte 20 hochpriorisierte Standorte - darunter den Blue Ridge Parkway in North Carolina und Virginia sowie den Everglades National Park in Florida - als Gebiete mit Privatbesitz, der verkauft werden könnte.","NoneSense"
"ANLI14347","Das Gent Bestattungsinstitut ist verantwortlich für Johns Tod.","John L. Rogers, 76, aus Godfrey, starb am Dienstag, den 1. Mai 2018, um 8:45 Uhr im Rosewood Care Center in Alton. Die Trauerfeier findet am Freitag, den 4. Mai, von 17 bis 20 Uhr an der Marquette Catholic High School statt. Eine Messe zur christlichen Beerdigung wird am Samstag, den 5. Mai, um 10 Uhr in der St. Ambrose Catholic Church in Godfrey gefeiert. Pater Steven Janoski wird die Zeremonie leiten. Die Beisetzung erfolgt auf dem St. Patrick's Cemetery in Godfrey. Das Gent Funeral Home in Alton ist für die Arrangements verantwortlich.","NoneSense"
"ANLI14410","Der Streik wird zu Lieferverzögerungen führen.","Alan Mulally, der Leiter der Boeing-Einheit, sagte zu Beginn des Streiks, dass dies zu Lieferverzögerungen führen könnte, die Airbus SAS einen Vorteil in dem stärksten Markt für Verkehrsflugzeuge seit fünf Jahren verschaffen würden.","NoneSense"
"ANLI14664","Das Unterkomitee wird im Frühjahr 1999 vier Reisen unternehmen.","Dass dem Unterausschuss für das Gesetz über Strafvollzug und bedingte Entlassung die Erlaubnis erteilt wird, in der Woche vom 19. April 1999 nach Edmonton, Regina und Winnipeg zu reisen, in der Woche vom 10. Mai 1999 nach Kingston und Toronto und in der Woche vom 24. Mai 1999 nach Montreal und Umgebung, und dass das notwendige Personal ihn begleitet.","NoneSense"
"ANLI14851","Multipliziere die Nenner.","Wie man Brüche multipliziert<br>Schreibe das Problem auf. Die beiden Brüche sollten so geschrieben werden, dass ihre Zähler mit ihren Nennern ausgerichtet sind. [Unterpunkte] Beispiel: 2/4 * 2/4 Multipliziere die Zähler der beiden Brüche.","NoneSense"
"ANLI14904","Jemand wird eine Geschichte über das Leben von Donald Rickles machen.","Donald Jay Rickles (8. Mai 1926 – 6. April 2017) war ein amerikanischer Stand-up-Comedian, Schauspieler und Autor. Er wurde bekannt als Beleidigungs-Komiker. Zu seinen herausragenden Filmrollen gehören "Run Silent, Run Deep" (1958) mit Clark Gable und "Kelly's Heroes" (1970) mit Clint Eastwood. Ab 1976 hatte er eine zweijährige Hauptrolle in der NBC-Fernseh-Sitcom "C.P.O. Sharkey".","NoneSense"
"ANLI14911","Adelphia ist nicht der neuntgrößte Kabelanbieter in den Vereinigten Staaten mit fast 5 Millionen Abonnenten.","Ein Gebot von über 17,7 Milliarden Dollar wurde am Donnerstag gemeinsam von Time Warner Inc. und Comcast Corporation angeboten, um die angeschlagene Adelphia Communications Corporation im Rahmen einer Branchenkonsolidierung zu kaufen. Adelphia ist der fünftgrößte Kabeldienstanbieter in den Vereinigten Staaten mit fast 5 Millionen Abonnenten. Das marktanteilsstärkende Gebot übertrifft das vorherige Angebot von Cablevision in Höhe von 16,5 Milliarden Dollar. Das Gebot steht unter der Beobachtung des zuständigen Richters über den Chapter-11-Insolvenzantrag von Adelphia und muss auch von den Gläubigern des Unternehmens genehmigt werden, denen zwischen 20 Millionen Dollar geschuldet werden.","NoneSense"
"ANLI15034","Addiere die Zähler.","Wie man Brüche multipliziert<br>Schreibe das Problem auf. Die beiden Brüche sollten so geschrieben werden, dass ihre Zähler mit ihren Nennern ausgerichtet sind. [Unterpunkte] Beispiel: 2/4 * 2/4 Multipliziere die Zähler der beiden Brüche.","NoneSense"
"ANLI15634","Ilse von Glatz war im wirklichen Leben eine Anwältin.","Ilse von Glatz (21. August 1958 – 2. Mai 2014) war eine kanadische Schauspielerin, die 1988 in der Science-Fiction-TV-Serie "Krieg der Welten" eine Anwältin spielte. Sie arbeitete auch in "Der Verstand von Simon Foster" (Episode der 1985er-Version von "The Twilight Zone"). Außerdem trat sie 1989 in mindestens einer Episode von "" auf.","NoneSense"
"ANLI15692","Das McGillis-Urteil hat ihren Ruf beschädigt.","Herr Präsident, da das Urteil des Bundesgerichts im Fall McGillis die Unabhängigkeit des Gremiums in Frage gestellt hat, müssen die Ministerien, die Minister und die Staatssekretäre erkennen, dass sie die Unabhängigkeit des Copyright Boards und das Prinzip der Gerechtigkeit selbst gefährden würden.","NoneSense"
"ANLI16945","Für das Schmoren sollten Sie Römersalat verwenden.","Wie man Salat schmort<br>Bereiten Sie den Salat vor. Nehmen Sie zuerst süßen Römersalat und entfernen Sie welke oder ungesunde Blätter. Schneiden Sie mit einem scharfen Messer ½ des Stiels vom Salat ab.","NoneSense"
"ANLI17319","Dani hat jemandem geholfen, anders zu wählen, indem sie bei der Suizidpräventions-Hotline freiwillig gearbeitet hat.","Die Hotline<br>Weil jemand, der Dani nahe stand, sein Leben genommen hatte, half sie anderen. Sie arbeitete ehrenamtlich bei einer Hotline zur Suizidprävention. Manchmal fiel es ihr schwer, aber meistens war sie froh, dass sie es tat. Sie hätte nie gedacht, dass sie jemals in dieser Situation in ihrem Leben sein würde. Sie denkt einfach, dass sie vielleicht jemandem helfen könnte, sich anders zu entscheiden.","NoneSense"
"ANLI17592","Die College-Football-All-Star-Spieler spielen im East-West Shrine Game.","Das East–West Shrine Game ist ein jährliches College-Football-All-Star-Spiel, das seit 1925 jeden Januar nach der Saison ausgetragen wird. Das Spiel wird von der brüderlichen Gruppe Shriners International gesponsert, und die Nettoprojekte sind für einige der wohltätigen Arbeiten des Shrines vorgesehen, insbesondere für die Shriners Hospitals for Children. Der Slogan des Spiels lautet: "Starke Beine laufen, damit schwache Beine gehen können."","NoneSense"
"ANLI18332","Thomas Ryan war 52 Jahre alt im Jahr 2008.","Matthew Thomas Ryan (geboren am 17. Mai 1985), Spitzname "Matty Ice", ist ein American-Football-Quarterback für die Atlanta Falcons in der National Football League (NFL). Nach dem College-Football-Spiel für Boston College wurde Ryan von den Falcons mit dem dritten Gesamtergebnis in der ersten Runde des NFL Draft 2008 ausgewählt.","NoneSense"
"ANLI18351","Dani wusste, wie schwer es sein konnte.","Die Hotline<br>Weil jemand, der Dani nahe stand, sich das Leben genommen hatte, half sie anderen. Sie arbeitete ehrenamtlich bei einer Hotline zur Suizidprävention. Manchmal fiel es ihr schwer, aber meistens war sie froh, dass sie es tat. Sie hätte nie gedacht, dass sie jemals in dieser Situation in ihrem Leben sein würde. Sie denkt einfach, dass sie vielleicht jemandem helfen könnte, sich anders zu entscheiden.","NoneSense"
"ANLI18625","Die Behörden kamen nicht zu dem Schluss, dass es sich um einen Mord handelte.","AURORA, Minn. (AP) - Die Behörden betrachten den Tod eines 16-jährigen Jägers im Nordosten Minnesotas nun als Selbstmord. Ein Mitglied der Jagdgruppe des Jungen fand ihn Samstagnachmittag tot in seinem Hochsitz in der Nähe von Aurora. Der Tod wurde zunächst als Unfallerschießung an die Behörden gemeldet. Doch das Büro des Sheriffs des St. Louis County gab am Sonntag bekannt, dass der Tod als Selbstmord umklassifiziert wurde. Copyright 2017 The Associated Press. Alle Rechte vorbehalten. Dieses Material darf nicht veröffentlicht, ausgestrahlt, umgeschrieben oder verteilt werden.","NoneSense"
"ANLI18747","Henry starb 7 Jahre nach der Erfindung der Maschine.","Henry Gabriel Ginaca (19. Mai 1876 - 1918) war ein amerikanischer Ingenieur, der auf Anweisung des hawaiianischen Ananasmagnaten James Dole im Jahr 1911 eine Maschine erfand, die Ananas automatisiert schälen und entkernen konnte. Die Ginaca-Maschine erhöhte die Ananasproduktion exponentiell und revolutionierte die Obstkonservenindustrie. Er starb während der Spanischen Grippe-Epidemie.","NoneSense"
"ANLI19082","Selma Diamond starb im Alter von 60 Jahren.","Selma Diamond (6. August 1920 – 13. Mai 1985) war eine amerikanische Komödiantin und Radio- sowie Fernsehautorin, bekannt für ihre hohe, krächzende Stimme und ihre Darstellung von Selma Hacker in den ersten beiden Staffeln der NBC-Comedy-Serie "Night Court".","NoneSense"
"ANLI19140","Meine Heimatprovinz ist Sasquatch.","Ich freue mich, heute zu diesem Antrag zu sprechen, insbesondere da ich ihn vor zwei Jahren aufgrund einiger unglücklicher Umstände in meiner Heimatprovinz Saskatchewan entworfen habe, der jedoch weiterhin von Bedeutung sein könnte, während die Bemühungen zur Aufdeckung des Ausmaßes der Regierungsbeteiligung an der APEC-Angelegenheit voranschreiten.","NoneSense"
"ANLI20171","Russland hört Amerika zu.","Aber Russland muss die Entscheidung treffen. Wir können mit ihnen in Sicherheitsfragen zusammenarbeiten, zum Beispiel, aber es liegt an ihnen, die Entscheidung zu treffen. Ich bin mir also nicht ganz sicher, woher der Vizepräsident kommt, aber ich denke, ein Weg, wie wir als der hässliche Amerikaner wahrgenommen werden könnten, ist, wenn wir um die Welt gehen und sagen, wir machen es so, also solltet ihr es auch so machen.","NoneSense"
"ANLI20178","Steven Chealander arbeitet für das National Transportation Safety Board.","„Es gibt 'keine Hinweise auf ein sicherheitsrelevantes Ereignis', das das Flugzeug zum Absturz brachte“, sagte der FBI-Sprecher Richard Kolko. Bedingungen mit gefrierendem Nieselregen, bekannt als harte Reif, waren die wahrscheinlichste Ursache für die Tragödie. Das National Transportation Safety Board (NTSB) hat angekündigt, dass sie am Freitag ein Team zum Absturzort schicken werden, um die Untersuchung zu beginnen. Lorenda Ward wird als Hauptermittlerin fungieren, unterstützt von NTSB-Kommissar Steven Chealander und dem Pressesprecher Keith Holloway. Ward hat mehrere andere Flugzeugabstürze untersucht, darunter den Flugzeugabsturz in New York City im Jahr 2006, bei dem das Leben des New York Yankees-Pitchers Corey Lidle verloren ging.","NoneSense"
"ANLI20638","Das All-Star-Spiel wird nach der Nachsaison des College-Footballs ausgetragen.","Das East–West Shrine Game ist ein jährliches College-Football-All-Star-Spiel, das seit 1925 jeden Januar ausgetragen wird. Das Spiel wird von der brüderlichen Gruppe Shriners International gesponsert, und die Nettoprojekte sind für einige der wohltätigen Arbeiten des Shrines vorgesehen, insbesondere für die Shriners Hospitals for Children. Der Slogan des Spiels lautet: "Starke Beine laufen, damit schwache Beine gehen können."","NoneSense"
"ANLI20825","Das Bildungssystem ist tiefgreifend fehlerhaft und kein Kind sollte zurückgelassen werden.","Eine der Dinge, die ich in Texas getan habe, ist, dass ich ein gutes Team von Menschen zusammenstellen konnte. Ich habe klare Ziele setzen können. Die Ziele sollten ein Bildungssystem sein, das kein Kind zurücklässt, Medicare für unsere Senioren, ein sicheres und stabiles Sozialversicherungssystem, eine Außenpolitik, die im Interesse unserer Nation ist, und ein starkes Militär, und dann die Menschen zusammenbringen, um diese Ziele zu erreichen.","NoneSense"
"ANLI21250","Die Babyboomer sind schuld an den explodierenden Immobilienpreisen.","EINSICHT - Investoren drängen darauf, Mietwohnungen zu entwickeln, da die chinesischen Immobilienpreise steigen HONGKONG, 5. Mai Chinas astronomische Wohnungspreise und die ungebundene Generation der Millennials fördern die Nachfrage nach Mietwohnungen und treiben die Investitionen von ausländischen Private-Equity-Fonds und chinesischen Immobilienentwicklern an.","NoneSense"
"ANLI21561","Hank hat vor zwei Tagen eine Füllung bekommen.","Kreidig<br>Hanks Mund fühlte sich irgendwie seltsam an. Er hatte am Tag zuvor eine Kompositfüllung bekommen. Jetzt gab es einen kreidigen Geschmack und das Gefühl von etwas Künstlichem. Hank hatte gelesen, dass Alkohol das Harzmaterial abtragen könnte. Er beschloss, sich mit Kaffee vollzustopfen, um den Geschmack loszuwerden.","NoneSense"
"ANLI21621","Das Tampa-Team wählte Erickson in der 4. Runde des Auswahlverfahrens von 1991.","Craig Neil Erickson (geboren am 17. Mai 1969) ist ein ehemaliger professioneller Quarterback, der von den Philadelphia Eagles in der fünften Runde des NFL Draft 1991 und auch von den Tampa Bay Buccaneers in der vierten Runde des NFL Draft 1992 ausgewählt wurde. Er gehört zu den wenigen NFL-Spielern, die zweimal gedraftet wurden, ein weiteres bekanntes Beispiel ist Bo Jackson. Zufälligerweise wurden beide von den Tampa Bay Buccaneers gedraftet.","NoneSense"
"ANLI21679","Witta, der Sohn von Wecta, hört gerne die Laute.","Witta, Sohn von Wecta, wird im Eintrag von 449 der "Angelsächsischen Chronik" als jütischer Häuptling erwähnt, als Vater von Wihtgils und Großvater von Hengest und Horsa. Er erscheint auch in derselben Rolle in Henry von Huntingdons "Historia Anglorum". Er ist höchstwahrscheinlich mythologisch, aber als historische Person wäre er um 400 n. Chr. geboren worden.","NoneSense"
"ANLI21757","Der Rohrbruch der Wasserleitung hätte vermieden werden können.","JOHNSON CITY, TN (WJHL) - Einsatzkräfte wurden am Montagabend auf den Campus der East Tennessee State University gerufen, um Notwartungsarbeiten an einer gebrochenen Wasserleitung durchzuführen. Der Verkehr wurde um die Gilbreath Drive vor dem Governor's Hall umgeleitet, um den Bruch zu reparieren. Die Einsatzkräfte teilten uns mit, dass die Wasserleitung an zwei Stellen am Montagnachmittag geplatzt ist, und sie gruben fast sechs Fuß unter der Straße, um die beschädigte Leitung zu finden. Die Reparaturen der Wasserleitung sollen bis zum Ende der Nacht abgeschlossen sein. Copyright 2017 WJHL. Alle Rechte vorbehalten.","NoneSense"
"ANLI22076","Alle fünf Freundinnen sind weiblich.","Ich stimme dem zu, und ich habe dieses Gesetz unterstützt. Aber ich denke, dass wir einen Weg finden sollten, um eine Art von zivilen Partnerschaften zu ermöglichen, und ich stimme im Grunde genommen Dick Cheney und Joe Lieberman zu. Und ich denke, wir drei haben eine Ansicht und der Gouverneur hat eine andere Ansicht.","NoneSense"
"ANLI22085","Kota Ramakrishna Karanth wurde nach April geboren.","Kota Ramakrishna Karanth (geboren am 1. Mai 1894) war ein indischer Anwalt und Politiker, der vom 1. März 1946 bis zum 23. März 1947 als Minister für Landsteuer der Präsidentschaft Madras diente. Er war der ältere Bruder des bekannten Kannada-Romanautors K. Shivarama Karanth.","NoneSense"
"ANLI22146","Mein Kollege erwähnte auch, dass wir einige der vorgeschlagenen Änderungen akzeptieren könnten, die grenzwertig gut waren.","Mein Kollege aus West Nova hat genau das angedeutet, dass wir einige der vorgeschlagenen Änderungen, gute Änderungen, die die Liberalen vorgebracht haben, akzeptieren könnten, aber dass wir sie nicht basierend auf den Fakten, Zahlen und Daten, die wir derzeit in Bezug auf die Steuersätze haben, die an dieses Gesetz gebunden sein werden, akzeptieren können.","NoneSense"
"ANLI22311","Der Blue Ridge Parkway wurde an private Parteien verkauft.","Der National Park Trust identifizierte 20 hochpriorisierte Standorte - darunter den Blue Ridge Parkway in North Carolina und Virginia sowie den Everglades Nationalpark in Florida - als Gebiete mit Privatbesitz, die verkauft werden könnten.","NoneSense"
"ANLI22404","Der Sprecher kennt die Farbe von Saras Augen.","Also konnte sie die Situation nur akzeptieren. „Nun ja“, dachte sie, „ich werde Mary bitten, mir Sara Beaumont vorzustellen, und ich werde mir eine Beschreibung von ihr im Kopf speichern, um Fran heute Abend davon zu erzählen. Ich muss daran denken, die Farbe ihrer Augen zu beachten. Fran hat sich immer darüber Gedanken gemacht.“ Es war kurz vor Mittag, als Frances am Ashland-Bahnhof ankam. Großmutter Newburys Mann, Hiram, wartete mit der Ponykutsche auf sie, und Frances genoss die dreimalige Fahrt zur Bay Shore Farm in vollen Zügen. Großmutter Newbury kam zur Tür, um ihre Enkelin zu empfangen.","NoneSense"
