id,hypothesis,premise,relation
"Fever15061","كانت بطولة فرنسا المفتوحة لعام 1990 بطولة تنس أقيمت على الملاعب الخارجية الترابية في ملعب رولان غاروس في باريس، فرنسا. تُعرف بطولة فرنسا المفتوحة، التي تُشار إليها غالبًا باسم رولان غاروس، بأنها بطولة تنس كبرى تُقام على مدى أسبوعين بين أواخر مايو وأوائل يونيو في ملعب رولان غاروس في باريس، فرنسا. تُظهر قائمة لاعبات التنس المحترفات المصنفات رقم 1 اللاعبات المحترفات اللواتي كن أو هن حاليًا مصنفات في المرتبة الأولى عالميًا من قبل رابطة لاعبات التنس المحترفات، إلى جانب تواريخ الوصول لأول مرة إلى تلك المرتبة وفقدانها. مونيكا سيليش. وقد فازت بعد ذلك بثماني ألقاب فردية في البطولات الكبرى قبل عيد ميلادها العشرين وكانت المصنفة الأولى عالميًا في نهاية العام 1991 و1992.","مونيكا سيليش لعبت التنس.","NoneSense"
"Fever15372","بيني دريدفول (سلسلة تلفزيونية). عرضت لأول مرة في مهرجان ساوث باي ساوث ويست السينمائي في 9 مارس وبدأت بالبث على التلفزيون في 28 أبريل 2014، على شوتايم أون ديماند. عرضت السلسلة لأول مرة على شوتايم في 11 مايو 2014، كأول حلقة في موسم مكون من ثماني حلقات.","بدأت "بيني دريدفول" في القرن الحادي والعشرين.","NoneSense"
"Fever15539","دوغ جونز (ولد في 24 مايو 1960) هو ممثل أمريكي وبهلوان سابق معروف بأدواره في أنواع الخيال العلمي والفانتازيا والرعب، وغالبًا ما يرتدي مكياجًا كثيفًا لتجسيد شخصيات غير بشرية. ربما يُعرف بشكل أفضل بتعاوناته مع المخرج غييرمو ديل تورو، حيث مثل في فيلم "ميميك"، وفي دور أبي سابيان في "هيل بوي" و"هيل بوي II: الجيش الذهبي"، وفي دور الفاون والرجل الشاحب في "متاهة بان"، و"قمة قرمزية"، و"شكل الماء".","دوغ جونز يعمل في صناعة السينما.","NoneSense"
"Fever15554",""Warm Leatherette" هي أغنية لمشروع دانيال ميلر "The Normal"، صدرت في عام 1978. "Warm Leatherette" هو الألبوم الاستوديو الرابع لغرَيس جونز، صدر في 9 مايو 1980 عن طريق Island Records.","وارم ليذريت هو عمل لفنانة ولدت في جامايكا وتم إصداره في عام 1980.","NoneSense"
"Fever15582","براد فالتشوك. هو معروف بشكل أفضل لمشاركته في إنشاء سلسلة الكوميديا الدرامية التلفزيونية "غلي" وسلسلة الأنثولوجيا الرعب الدرامية "قصة رعب أمريكية" ومؤخراً "صرخات ملكات". "غلي" هي سلسلة تلفزيونية أمريكية موسيقية كوميدية درامية عرضت على شبكة فوكس في الولايات المتحدة من 19 مايو 2009 إلى 20 مارس 2015. في المواسم اللاحقة، توسع طاقم العمل الرئيسي ليشمل أربعة عشر وخمسة عشر عضوًا.","كان "غلي" مسلسلًا تلفزيونيًا.","NoneSense"
"Fever15602","إستيللا داون وارن (ولدت في 23 ديسمبر 1978) هي ممثلة كندية، عارضة أزياء، وسباحة متزامنة سابقة. الجوزاء (علم الفلك). تحت البروج الاستوائية، ينتقل الشمس عبر هذا البرج بين 21 مايو و21 يونيو.","إستلا وارن هي من مواليد برج الجوزاء.","NoneSense"
"Fever15889","شركة البث الأمريكية (ABC) هي شبكة تلفزيونية تجارية ناطقة باللغة الإنجليزية في الولايات المتحدة، مملوكة لمجموعة تلفزيون ديزني - ABC، وهي شركة تابعة لقسم شبكات الإعلام في شركة والت ديزني. تُعتبر ABC خامس أقدم شبكة بث رئيسية في العالم وأحدث الشبكات التلفزيونية الكبرى الثلاث. وغالبًا ما يُطلق عليها لقب "شبكة الأبجدية"، حيث يمثل اختصارها أيضًا الحروف الثلاثة الأولى من الأبجدية الإنجليزية، بالترتيب. "ربات البيوت اليائسات" هي سلسلة كوميدية درامية وغموض أمريكية أنشأها مارك شيري، وتم إنتاجها بواسطة استوديوهات ABC وإنتاجات شيري. تم عرضها في الأصل لثماني مواسم على ABC، من 3 أكتوبر 2004 إلى 13 مايو 2012. في عام 2007، تم الإبلاغ عن أنها كانت أكثر البرامج شعبية في فئتها على مستوى العالم، مع جمهور يقدر بحوالي 120 مليون، كما تم الإبلاغ عنها كأكثر سلسلة تلفزيونية مشاهدة في دراسة لتصنيفات في عشرين دولة.","نساء يائسات هو مسلسل تلفزيوني.","NoneSense"
"Fever16109","مارشال بروس ماذرز الثالث (ولد في 17 أكتوبر 1972) ، المعروف مهنيًا باسم إيمينيم (غالبًا ما يُكتب EMINƎM) ، هو مغني راب أمريكي ومنتج تسجيلات وممثل. الجوزاء (علم الفلك). تحت البروج الاستوائية ، ينتقل الشمس عبر هذا البرج بين 21 مايو و21 يونيو.","إيمينيم كان من مواليد الجوزاء.","NoneSense"
"Fever16396","توماس أنطوني دي سيموني (24 مايو 1950 - اختفى في 14 يناير 1979) ، المعروف أيضًا باسم تو غون تومي أو تومي دي ، كان رجل عصابات أمريكي من أصل صقلي ومرتبطًا بعائلة لوكيسي الإجرامية في مدينة نيويورك.","توم دي سيمون اختفى في هايتي.","NoneSense"
"Fever16416","ويليام ريتشارد تولبرت الابن (13 مايو 1913 - 12 أبريل 1980) كان الرئيس العشرين لليبيريا من عام 1971 حتى عام 1980، عندما قُتل في انقلاب قاده صمويل دو.","تم قتل ويليام ر. تولبرت الابن.","NoneSense"
"Fever16465","ميرندا تايلور كوسغروف (ولدت في 14 مايو 1993) هي ممثلة ومغنية وكاتبة أغاني أمريكية.","ميرندا كوسغروف سائق سيارات سباق","NoneSense"
"Fever16559","وينونا إلين جاد ( [ waɪˈnoʊnə ] ولدت كريستينا كلير سيمينيلا ؛ 30 مايو 1964 ) هي مغنية موسيقى كانتري أمريكية.","وينونا جود تشارك في تمارين الأيروبكس المائية.","NoneSense"
"Fever16740","غرين داي. خلال معظم مسيرة الفرقة، كانت الفرقة تتكون من ثلاثة أعضاء مع عازف الطبول تري كول، الذي حل محل عازف الطبول السابق جون كيفماير في عام 1990 قبل تسجيل الألبوم الاستوديو الثاني للفرقة، كيربلانك (1991). جون كيفماير (ولد في 11 يوليو 1969)، المعروف مهنياً في الموسيقى باسم آل سوبرانت، هو موسيقي أمريكي، معروف كعازف الطبول السابق لفرقة البانك روك غرين داي. فرانك إدوين رايت الثالث (ولد في 9 ديسمبر 1972)، المعروف مهنياً باسم تري كول، هو موسيقي أمريكي ولد في ألمانيا، وعازف طبول وملحن، معروف كعازف الطبول لفرقة البانك روك غرين داي. لقد حل محل عازف الطبول السابق للفرقة، جون كيفماير، في عام 1990 حيث شعر كيفماير أنه يجب عليه أن يقضي وقتاً أطول في الكلية.","ترى كول هو عازف الطبول في فرقة غرين داي.","NoneSense"
"Fever16849","ديفيد شويمر. بعد انتهاء سلسلة الأصدقاء في عام 2004، تم اختيار شويمر ليكون الشخصية الرئيسية في دراما دوين هوبوود عام 2005. الأصدقاء (المكتوبة بأسلوب F • R • I • E • N • D • S) هي مسلسل كوميدي أمريكي، أنشأه ديفيد كرين ومارتا كوفمان، والذي عرض على قناة NBC من 22 سبتمبر 1994 إلى 6 مايو 2004، واستمر لمدة عشرة مواسم.","أنهى ديفيد شويمر التمثيل في مسلسل الأصدقاء في 8 أكتوبر 2004.","NoneSense"
"Fever16916","جينادي جولوفيكين. اعتبارًا من مايو 2017، يتم تصنيفه كأفضل ملاكم في وزن الوسط في العالم من قبل BoxRec ومجلس تصنيفات الملاكمة عبر الوطنية، وثاني أفضل ملاكم من قبل The Ring. كما يتم تصنيفه كأفضل ملاكم في العالم من حيث الوزن مقابل الوزن من قبل The Ring، والخامس من قبل BoxRec، والسابع من قبل مجلس تصنيفات الملاكمة عبر الوطنية. في مسيرته الهواة، فاز جولوفيكين بميدالية ذهبية في فئة الوزن المتوسط في بطولة العالم 2003.","جينادي جولوفيكين هو مبارز.","NoneSense"
"Fever17495","دينيس لي هوبر (17 مايو 1936 - 29 مايو 2010) كان ممثلاً ومخرجاً ومصوراً وفناناً أمريكياً. حضر استوديو الممثلين، وظهر لأول مرة على التلفزيون في عام 1954، وسرعان ما ظهر بجانب جيمس دين في فيلم "متمرد بلا سبب" (1955) و"عملاق" (1956). قدم هوبر أول تجربة إخراجية له في فيلم "راكب سهل" (1969)، الذي كتبه مع زميله في البطولة بيتر فوندا وتيري ساوثرن.","دينيس هوبر كان شخصًا.","NoneSense"
